result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
3c3f8885ca59,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",489,80,63,46,5,0.7875,5.025,97.8,16.0,15.0,0,0,0,3,0,0,3,0.2103066621195291,0.015001668340491048,"[0.003781328538451534, 0.0024446605617164385, 0.010488768918808788, 0.013288578662005335]","[0.7875, 0.9873417721518988, 1.0, 1.0, 1.0]","[0.1375, 0.4810126582278481, 0.7435897435897436, 0.8831168831168831, 0.9868421052631579]",1.4,3,2.84169806971622,8,7.0,9,77.05300000000001,7.182425531914898,0.24619406737053795,0.1878531925590749,0.09660130718954248,0.0844142785319256,0.03620915032679738,0.16135746606334841,0.08845651080945198,0.09489271676901614,0.00819067697226139,0.2
f44d7666d25c,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",331,52,41,25,3,0.7884615384615384,5.1923076923076925,109.66666666666667,17.333333333333332,15.666666666666666,0,0,0,6,1,0,7,0.20950399617354076,0.010660802939581465,"[0.0061194992727703346, 0.004541303666811131]","[0.7884615384615384, 0.9411764705882353, 0.98, 1.0, 1.0]","[0.19230769230769232, 0.5490196078431373, 0.84, 0.9591836734693877, 1.0]",2.3333333333333335,4,2.662971926993815,6,8.0,10,86.14857142857144,6.460317460317459,0.22413570691434467,0.17518059855521156,0.11803405572755418,0.04044117647058824,0.15557275541795665,0.11680856553147574,0.054695562435500514,0.11554120526169286,0.009796008864238037,0.3333333333333333
18a11c01619a,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",530,93,71,44,5,0.7634408602150538,4.591397849462366,106.0,18.6,17.2,4,0,0,3,1,4,4,0.21001901390940644,0.03646678721577917,"[0.002436596486303566, 0.010233101670188122, 0.03028453867156783, 0.02997933760349883]","[0.7634408602150538, 1.0, 1.0, 1.0, 1.0]","[0.12903225806451613, 0.5108695652173914, 0.7692307692307693, 0.8888888888888888, 0.9550561797752809]",2.0,4,2.6688446179143854,6,7.6,11,86.83045454545454,6.613636363636363,0.19743977591036413,0.14117507002801122,0.1429607843137255,0.04457142857142857,0.08709523809523809,0.13593977591036413,0.07881512605042017,0.09733704003420743,0.008765973392506676,0.2
11b5f3f30e55,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",519,87,63,44,5,0.7241379310344828,4.885057471264368,103.8,17.4,16.2,0,0,0,4,0,0,4,0.2145213937154532,0.013603956530792563,"[0.004564718766645964, 0.00708782684923423, 0.013617499789806337, 0.0019378676558985952]","[0.7241379310344828, 0.9883720930232558, 1.0, 1.0, 1.0]","[0.13793103448275862, 0.46511627906976744, 0.7647058823529411, 0.9166666666666666, 0.9759036144578314]",1.6,3,2.836335282651072,6,7.8,9,81.62311764705885,6.942470588235295,0.2634158926728586,0.0938467492260062,0.13697110423116615,0.02426470588235294,0.056346749226006194,0.14997420020639834,0.10356897144822841,0.1402883403228991,0.00023878621958683954,1.0
8613d9ee092d,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",513,86,60,43,5,0.6976744186046512,4.883720930232558,102.6,17.2,15.8,2,0,0,5,0,2,5,0.2098647458344731,0.007654443654147039,"[0.0013426184654235784, 0.0008370346493191128, 0.0037369092305501173, 0.00939232496300127]","[0.6976744186046512, 0.9882352941176471, 1.0, 1.0, 1.0]","[0.13953488372093023, 0.4117647058823529, 0.7142857142857143, 0.8795180722891566, 0.9390243902439024]",1.8,3,2.9671905863082335,8,8.2,10,70.5198181818182,8.342101010101011,0.2550660699062234,0.14278346121057117,0.11369565217391304,0.03072463768115942,0.07321398124467178,0.17888107416879795,0.08082267689684569,0.08263934019840125,0.009074509542373377,0.1
9e0b837263d1,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",388,73,47,35,3,0.6438356164383562,4.164383561643835,128.66666666666666,24.333333333333332,19.0,0,0,0,5,0,0,5,0.21013066979015574,0.0088212268895482,"[0.006895871822563432, 0.0019253550669847685]","[0.6438356164383562, 0.9305555555555556, 1.0, 1.0, 1.0]","[0.1095890410958904, 0.3055555555555556, 0.5492957746478874, 0.7714285714285715, 0.927536231884058]",1.0,1,3.4522419315102244,9,9.333333333333334,11,81.33368217054264,9.036511627906979,0.30831265508684863,0.10023779983457402,0.06317204301075269,0.01075268817204301,0.11765922249793218,0.2194995864350703,0.146712158808933,0.11319665655945287,0.008542661631008086,0.2
56e62c4652cb,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",356,64,48,35,5,0.75,4.5,71.2,12.8,12.2,0,0,0,4,0,0,4,0.20190379479352166,0.016349171007436422,"[0.0006590204106436959, 0.008742981723376675, 0.0061357468366622925, 0.01716059304419018]","[0.75, 1.0, 1.0, 1.0, 1.0]","[0.15625, 0.5396825396825397, 0.7903225806451613, 0.9180327868852459, 0.9833333333333333]",0.8,1,2.429675697865353,6,5.4,7,92.34600000000002,4.105333333333334,0.20888888888888887,0.16972222222222222,0.11055555555555555,0.09999999999999999,0.059166666666666666,0.1663888888888889,0.055,0.09152726512966734,0.024996411624276238,0.1
527f68d73de6,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",360,66,49,32,4,0.7424242424242424,4.303030303030303,89.25,16.5,14.25,0,0,0,6,0,0,6,0.20979475302080955,0.013636024792989088,"[0.003662959734598792, 0.0032250228600624042, 0.013566054594822435]","[0.7424242424242424, 0.9846153846153847, 1.0, 1.0, 1.0]","[0.15151515151515152, 0.4461538461538462, 0.71875, 0.8888888888888888, 0.967741935483871]",1.75,4,2.7772506852203245,7,7.75,12,91.59634615384618,5.327820512820512,0.21393762183235865,0.14483430799220273,0.10058479532163742,0.022417153996101363,0.17816764132553606,0.14502923976608187,0.09132553606237817,0.13523183446941953,0.009214495169700465,0.3333333333333333
330f7bea77bf,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",357,63,48,38,5,0.7619047619047619,4.5396825396825395,71.4,12.6,12.0,0,0,0,5,0,0,5,0.2029015437128873,0.006369095307493966,"[0.002264482114050115, 0.0012151407817053428, 0.002460970575847321, 0.006797597143385153]","[0.7619047619047619, 1.0, 1.0, 1.0, 1.0]","[0.14285714285714285, 0.4838709677419355, 0.8032786885245902, 0.9666666666666667, 1.0]",1.0,2,2.398282828282828,6,5.8,8,92.32088311688314,4.208207792207791,0.2061904761904762,0.1919047619047619,0.1276190476190476,0.07619047619047618,0.08095238095238096,0.1619047619047619,0.06,0.08808388132037538,0.023000913785544974,0.2
26a7c6dfd1c7,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",380,69,47,36,5,0.6811594202898551,4.420289855072464,76.0,13.8,13.2,0,0,0,5,0,0,5,0.20132955237040445,0.0054872270141329005,"[0.0036583185195922796, 0.004367480959211079, 5.8544533593329895e-05, 0.002890110015869113]","[0.6811594202898551, 0.9852941176470589, 1.0, 1.0, 1.0]","[0.17391304347826086, 0.5294117647058824, 0.7761194029850746, 0.9242424242424242, 0.9846153846153847]",1.8,4,2.5840674727571282,6,7.0,10,89.0808888888889,4.858864197530867,0.21826923076923077,0.2032051282051282,0.11826923076923077,0.029166666666666667,0.07083333333333333,0.15993589743589742,0.05705128205128205,0.09300566983945442,0.02614489647051066,0.2
44013696b976,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",414,75,51,37,5,0.68,4.426666666666667,82.8,15.0,13.6,0,0,0,5,0,0,5,0.20569956812772666,0.027927854240026626,"[0.003607496769741314, 0.009137648825693595, 0.017748870546855616, 0.025361692337762726]","[0.68, 0.9864864864864865, 1.0, 1.0, 1.0]","[0.14666666666666667, 0.47297297297297297, 0.7671232876712328, 0.8888888888888888, 0.9436619718309859]",0.2,1,2.5926906546261383,6,6.6,8,97.51406741573035,4.080089887640451,0.2282051282051282,0.10743589743589743,0.13493589743589743,0.0525,0.0775,0.17532051282051284,0.07871794871794872,0.09687808426943692,0.01740486495586624,0.2
cba102f73156,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",558,108,69,47,5,0.6388888888888888,4.083333333333333,111.6,21.6,18.4,0,0,0,9,0,0,9,0.20650240208240264,0.011238422198887876,"[0.007653439269238949, 0.005571389378923375, 6.370643774666895e-05, 0.00918830931186676]","[0.6388888888888888, 0.9439252336448598, 0.9905660377358491, 1.0, 1.0]","[0.12037037037037036, 0.40186915887850466, 0.6886792452830188, 0.8761904761904762, 0.9519230769230769]",2.6,5,3.156380312483336,9,9.6,11,86.37391803278692,7.273540983606555,0.2504482550249141,0.15555291390531664,0.07488285932221858,0.03740378614520491,0.08157349896480331,0.20531367945555587,0.10176032967794982,0.10935034715768063,0.01579919704651428,0.2
13e40dd8681f,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",486,85,60,41,5,0.7058823529411765,4.623529411764705,97.0,17.0,16.0,0,0,0,4,0,0,4,0.20946760352064925,0.02591759079548532,"[0.0012031237284342577, 0.012710715664757621, 0.018133652631682567, 0.019787689566096195]","[0.7058823529411765, 0.9761904761904762, 1.0, 1.0, 1.0]","[0.1411764705882353, 0.39285714285714285, 0.6626506024096386, 0.8658536585365854, 0.9629629629629629]",1.8,4,3.0548756798756798,9,7.8,10,79.9198181818182,7.030989898989901,0.24483660130718954,0.17439775910364147,0.12634920634920635,0.025396825396825397,0.04892623716153128,0.18638655462184872,0.07906629318394023,0.08968963406302712,0.009868794170021067,0.1
9a1b41f75b30,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",411,79,57,36,5,0.7215189873417721,4.0886075949367084,82.2,15.8,14.2,0,0,0,7,1,0,8,0.21198589499034579,0.018214938706821865,"[0.0034398537693601516, 0.011120918874788777, 0.012271727787123793, 0.009597376982371009]","[0.7215189873417721, 0.9743589743589743, 1.0, 1.0, 1.0]","[0.1518987341772152, 0.5256410256410257, 0.8441558441558441, 0.9605263157894737, 0.9866666666666667]",1.8,3,2.67549601176376,9,8.0,10,98.80761290322583,4.098408602150538,0.1919465329991646,0.1779782790309106,0.08507936507936507,0.031746031746031744,0.10232247284878863,0.14623224728487885,0.11248120300751879,0.11952626705169678,0.004832211230627992,0.3333333333333333
8de48c3bec42,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",380,67,48,33,5,0.7164179104477612,4.611940298507463,76.0,13.4,12.6,0,0,0,4,0,0,4,0.2067653157494285,0.015846319969684372,"[0.0006590204106436959, 0.0032775721379688927, 0.008416732625355805, 0.01933931476540035]","[0.7164179104477612, 1.0, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.5303030303030303, 0.7692307692307693, 0.90625, 0.9841269841269841]",0.8,1,2.509080459770115,6,5.6,7,87.96253846153849,4.865794871794872,0.23215686274509803,0.16436274509803922,0.10676470588235294,0.07333333333333333,0.05759803921568627,0.17122549019607844,0.06519607843137255,0.09489521835789536,0.01527336971246257,0.1
eb89b40150f9,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",406,74,52,38,5,0.7027027027027027,4.391891891891892,81.2,14.8,13.6,0,0,0,5,0,0,5,0.2096576288787603,0.02360260689800435,"[0.01607719257280424, 0.01797873562290553, 0.004380597008599191, 0.008768688591699741]","[0.7027027027027027, 0.9726027397260274, 1.0, 1.0, 1.0]","[0.16216216216216217, 0.4794520547945205, 0.7638888888888888, 0.9295774647887324, 0.9571428571428572]",1.4,3,2.6785521496047813,8,7.0,9,92.90503448275862,4.623586206896551,0.24260989010989012,0.10633699633699634,0.13984432234432234,0.068003663003663,0.06416666666666666,0.16184065934065933,0.0947893772893773,0.10609103332866322,0.009488743453798965,0.3333333333333333
4a228b266c7c,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",487,85,63,42,5,0.7411764705882353,4.682352941176471,97.2,17.0,16.0,2,0,0,4,0,2,4,0.20708112427304984,0.010452388753794672,"[0.004566582766446198, 0.006648058692614256, 0.007634508278634822, 0.0020556277698940695]","[0.7411764705882353, 1.0, 1.0, 1.0, 1.0]","[0.11764705882352941, 0.47619047619047616, 0.8554216867469879, 1.0, 1.0]",1.4,4,2.8135601152992455,9,7.8,11,76.44304081632654,7.466244897959186,0.24263157894736842,0.15935672514619884,0.07491228070175439,0.09111111111111111,0.08497076023391813,0.1265497076023392,0.0743859649122807,0.09275601126930931,0.014641752665219887,0.2
3e6dfd718b2b,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",489,95,60,38,5,0.631578947368421,4.0,97.0,19.0,15.8,0,0,0,12,0,0,12,0.20903418964546064,0.017731328423206627,"[0.01602389196773152, 0.003651780741555366, 0.013463401605212477, 0.0023235825319138925]","[0.631578947368421, 0.9680851063829787, 1.0, 1.0, 1.0]","[0.11578947368421053, 0.3404255319148936, 0.5913978494623656, 0.7934782608695652, 0.945054945054945]",2.2,4,2.8972438672438674,8,8.4,11,95.7222142857143,5.472785714285717,0.2494826810616284,0.12220722747038536,0.06398635477582845,0.007407407407407407,0.11998425551057129,0.20435597540860698,0.11918578497525865,0.10688128796490756,0.010735621920398286,0.2
37cbc2124250,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",341,61,44,32,5,0.7213114754098361,4.557377049180328,68.2,12.2,11.6,0,0,0,2,0,0,2,0.20156025562074878,0.023838974937560042,"[0.0025310132238599847, 0.012633455036178465, 0.011955303852520277, 0.020558177762561358]","[0.7213114754098361, 0.9666666666666667, 0.9830508474576272, 1.0, 1.0]","[0.18032786885245902, 0.45, 0.6610169491525424, 0.7931034482758621, 0.8947368421052632]",0.8,2,2.453605042016807,7,6.0,8,91.105,4.030000000000001,0.22968253968253968,0.15674603174603174,0.17261904761904762,0.014285714285714285,0.02857142857142857,0.17801587301587302,0.03833333333333333,0.10050100449359778,0.025683489969822004,0.1
5e3c80d47792,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",452,80,54,41,5,0.675,4.575,90.4,16.0,14.6,0,0,0,4,0,0,4,0.20848184584117518,0.011588033182280424,"[0.004953416068144534, 0.005739094413720169, 0.009297684970356185, 0.003185870912339961]","[0.675, 0.9620253164556962, 0.9871794871794872, 1.0, 1.0]","[0.125, 0.379746835443038, 0.6794871794871795, 0.8961038961038961, 0.9736842105263158]",1.4,2,3.003287234042553,8,7.4,9,81.55300000000003,6.554765957446808,0.2692515602732321,0.17630104673448327,0.10527544351073763,0.016666666666666666,0.05200501253132832,0.18498697724703916,0.09775664651825643,0.0935472051302592,0.011840309528969195,0.1
35af0c4820c7,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",285,57,43,27,5,0.7543859649122807,3.8947368421052633,57.0,11.4,10.2,0,0,0,4,0,0,4,0.20872401749646222,0.06382797294192845,"[0.009921739498774229, 0.04667637414402431, 0.03475743532180786, 0.036300396919250494]","[0.7543859649122807, 1.0, 1.0, 1.0, 1.0]","[0.17543859649122806, 0.6428571428571429, 0.8727272727272727, 0.9444444444444444, 0.9811320754716981]",0.4,1,2.5004359383306753,6,5.6,6,112.85928571428572,0.9957142857142856,0.22,0.11333333333333334,0.14,0.08,0.08,0.13333333333333333,0.05,0.10089368892438484,0.01135596621839513,0.3333333333333333
31a555045aba,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",499,95,58,42,4,0.6105263157894737,4.08421052631579,124.0,23.75,19.75,0,0,0,6,0,0,6,0.2134553619793483,0.010197951025141889,"[0.0068273061251902245, 0.0032601569925909124, 0.005209463419931698]","[0.6105263157894737, 0.9361702127659575, 1.0, 1.0, 1.0]","[0.09473684210526316, 0.2872340425531915, 0.5591397849462365, 0.782608695652174, 0.9230769230769231]",1.75,3,3.4761991664165577,10,8.75,10,88.52750000000003,7.867500000000003,0.32295336242704664,0.08433671591566327,0.08079420579420579,0.02452153110047847,0.06583876649666123,0.2110981124139019,0.17875545507124455,0.11701679229736328,0.001893277252622949,0.2
424bf4a702b7,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",642,118,78,54,5,0.6610169491525424,4.305084745762712,128.4,23.6,20.8,0,0,0,10,0,0,10,0.21123540743008767,0.00841635044241125,"[0.00030933168781546727, 0.0007055463212909119, 0.00565615051236501, 0.01016167236335111]","[0.6610169491525424, 0.9487179487179487, 1.0, 1.0, 1.0]","[0.1016949152542373, 0.36752136752136755, 0.6293103448275862, 0.808695652173913, 0.9298245614035088]",2.2,3,2.9144349680170576,8,9.0,11,86.10576978417265,8.155597122302161,0.2415309940337749,0.12023348052269076,0.13196368580128312,0.012903225806451613,0.08668329569330681,0.17043291648408446,0.10978415972854237,0.10173654375654279,0.0063331863511442155,0.2
0c809785fdcc,"['gemini-1.5-flash', 'stamp-letter-send']","['model', 'id']",357,58,46,31,5,0.7931034482758621,5.017241379310345,71.0,11.6,11.4,0,0,0,4,0,0,4,0.2024109326383119,0.01847781106120064,"[0.0012329571303867082, 0.005120559533437097, 0.014691414719536194, 0.015910690739041278]","[0.7931034482758621, 1.0, 1.0, 1.0, 1.0]","[0.20689655172413793, 0.5964912280701754, 0.8035714285714286, 0.9454545454545454, 1.0]",1.4,3,2.345228876789675,6,5.8,9,80.22785714285716,5.547142857142859,0.2175174825174825,0.1831993006993007,0.10463286713286714,0.07,0.09288461538461538,0.14963286713286714,0.03538461538461539,0.0844148054267421,0.02398213593469578,0.1
d7d9d3816753,"['gemini-1.5-flash', 'gloom-payment-exist']","['model', 'id']",383,67,52,35,5,0.7761194029850746,4.582089552238806,76.6,13.4,13.0,0,0,0,2,0,0,2,0.21008285704781027,0.011135967903667027,"[0.004583506993573128, 0.010769488865678967, 0.001486737813268385, 0.005432202134813574]","[0.7761194029850746, 1.0, 1.0, 1.0, 1.0]","[0.14925373134328357, 0.4393939393939394, 0.7538461538461538, 0.890625, 0.9523809523809523]",0.8,1,2.6141169927370282,6,6.4,8,96.21250602409641,3.9635180722891583,0.23772893772893774,0.19267399267399268,0.15377289377289377,0.03428571428571429,0.05523809523809524,0.166007326007326,0.04871794871794872,0.13627668221791586,0.010068958330347655,0.5
84056ae721da,"['gemini-1.5-flash', 'gloom-payment-exist']","['model', 'id']",460,75,59,43,5,0.7866666666666666,5.026666666666666,92.0,15.0,14.4,0,0,0,1,1,0,2,0.21253897726601806,0.023689521683586984,"[0.0019319401846991657, 0.013012044959598124, 0.015848195552825933, 0.016586862670050745]","[0.7866666666666666, 0.9864864864864865, 1.0, 1.0, 1.0]","[0.14666666666666667, 0.44594594594594594, 0.7808219178082192, 0.9722222222222222, 1.0]",1.4,4,2.8778904022806464,8,7.0,8,88.02781818181819,5.353545454545458,0.2669241542770955,0.17523647920706745,0.1299644473173885,0.04253393665158371,0.027149321266968326,0.1486053652230123,0.0902170868347339,0.10658656467090953,0.005156717893932072,0.09090909090909091
