result_id,respondent_id,item_id,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_dsi,metric_surprise,metric_n_gram_diversity,metric_inv_homogen,metric_novelty,metric_theme_uniqueness
R_8LtUJwc0nMwsLzG_Q2,R_8LtUJwc0nMwsLzG,stamp-letter-send,538,94,63,40,4,4.6063829787234045,133.75,23.5,20.5,0.20684988559820713,0.025139114270448532,"[0.6132075471698113, 0.9333333333333333, 0.9807692307692307, 0.9902912621359223, 1.0]",0.18643758467265537,0.01066272776508076,1.0
R_2sdMlOguKbuAvfg_Q2,R_2sdMlOguKbuAvfg,stamp-letter-send,460,92,60,35,4,3.9347826086956523,114.0,23.0,18.75,0.21007571350626586,0.020092995078475357,"[0.6326530612244898, 0.9587628865979382, 1.0, 1.0, 1.0]",0.19595658097948346,0.0042110719489633075,1.0
R_27E8zaS1IXk1NPZ_Q2,R_27E8zaS1IXk1NPZ,stamp-letter-send,521,94,69,35,5,4.4361702127659575,103.4,18.8,17.2,0.20161786159547437,0.030581357925948363,"[0.6728971962616822, 0.9905660377358491, 1.0, 1.0, 1.0]",0.18190465824944632,0.02112677577054628,1.0
R_8WxkYgki5yinZhV_Q2,R_8WxkYgki5yinZhV,stamp-letter-send,275,56,37,16,3,3.8214285714285716,91.0,18.666666666666668,15.0,0.21246614704529443,0.016182982212021246,"[0.6451612903225806, 0.9180327868852459, 0.9833333333333333, 1.0, 1.0]",0.15725318874631608,0.0005697951290938308,1.0
R_8o6ejl1aVHjSI9z_Q2,R_8o6ejl1aVHjSI9z,stamp-letter-send,380,79,57,22,4,3.7721518987341773,94.25,19.75,18.0,0.20424393012926176,0.017441476905156662,"[0.6931818181818182, 0.9655172413793104, 0.9767441860465116, 0.9882352941176471, 1.0]",0.20877586773463658,0.01587463870297151,1.0
R_8kEPJucbd4CbnFO_Q2,R_8kEPJucbd4CbnFO,stamp-letter-send,701,124,84,43,10,4.564516129032258,69.2,12.4,11.7,0.20933594675951225,0.1481214026065329,"[0.6376811594202898, 0.9708029197080292, 1.0, 1.0, 1.0]",0.18451457023620604,0.00569060544247052,1.0
R_2eaDBbNJB41Q6MF_Q2,R_2eaDBbNJB41Q6MF,stamp-letter-send,722,145,93,51,6,3.910344827586207,119.5,24.166666666666668,20.833333333333332,0.20573983786152858,0.027688642291279597,"[0.6012658227848101, 0.9808917197452229, 1.0, 1.0, 1.0]",0.16863265718732562,0.012882823238437868,0.3333333333333333
R_2So8IZ3DwEtmV0v_Q2,R_2So8IZ3DwEtmV0v,stamp-letter-send,470,84,61,34,6,4.511904761904762,77.5,14.0,12.833333333333334,0.2062264884856933,0.17723453796826882,"[0.6914893617021277, 0.967741935483871, 0.9891304347826086, 1.0, 1.0]",0.19679552486964635,0.011909521990108418,1.0
R_8zUaSPSsswsQ7fn_Q2,R_8zUaSPSsswsQ7fn,stamp-letter-send,285,60,43,17,3,3.7333333333333334,95.0,20.0,17.0,0.2036386110326823,0.012178730396997323,"[0.703125, 1.0, 1.0, 1.0, 1.0]",0.17222753252301898,0.01708527689613043,0.5
R_2JzuWAk6bRQPato_Q2,R_2JzuWAk6bRQPato,stamp-letter-send,326,63,44,23,3,4.111111111111111,107.66666666666667,21.0,17.666666666666668,0.2072221467146289,0.015715063701976423,"[0.6865671641791045, 0.9545454545454546, 1.0, 1.0, 1.0]",0.18580447605678013,0.009918205532237212,0.5
R_2LTbPAQf8NZ0wRb_Q2,R_2LTbPAQf8NZ0wRb,stamp-letter-send,228,45,38,15,3,3.977777777777778,75.33333333333333,15.0,14.333333333333334,0.19908607403437298,0.0582850515842438,"[0.7843137254901961, 0.98, 1.0, 1.0, 1.0]",0.1604230318750654,0.02619035089274907,1.0
R_8dVYGXDIccl6jkg_Q2,R_8dVYGXDIccl6jkg,stamp-letter-send,375,69,50,27,5,4.2898550724637685,74.0,13.8,12.4,0.21051228759635207,0.1283641252553824,"[0.65, 0.9493670886075949, 0.9871794871794872, 1.0, 1.0]",0.16405021292822702,0.0033379237687908847,1.0
R_2PoZkpFOhTZwzbR_Q2,R_2PoZkpFOhTZwzbR,stamp-letter-send,162,33,30,12,3,3.757575757575758,53.333333333333336,11.0,10.0,0.21241957762024619,0.031690406799316395,"[0.8461538461538461, 0.9736842105263158, 1.0, 1.0, 1.0]",0.17990306104932513,0.000476656278997345,1.0
R_8XS6nyWsLXkXKFz_Q2,R_8XS6nyWsLXkXKFz,stamp-letter-send,922,181,111,51,11,4.038674033149171,82.9090909090909,16.454545454545453,15.090909090909092,0.20466696496103323,0.022506829008223535,"[0.575, 0.9547738693467337, 0.98989898989899, 1.0, 1.0]",0.20231073413576398,0.015028569039428563,1.0
R_8wT7Ix8TsW7XbEo_Q2,R_8wT7Ix8TsW7XbEo,stamp-letter-send,257,54,39,22,4,3.6296296296296298,63.25,13.5,12.5,0.20124403584055053,0.019957941297500836,"[0.6885245901639344, 0.9833333333333333, 1.0, 1.0, 1.0]",0.1724066972732544,0.02187442728039396,1.0
R_27PrrUR0LzzSU4k_Q2,R_27PrrUR0LzzSU4k,stamp-letter-send,301,55,39,21,4,4.363636363636363,74.25,13.75,13.0,0.20253766519682748,0.010697391487303254,"[0.6612903225806451, 0.9672131147540983, 1.0, 1.0, 1.0]",0.16636142560413905,0.019287168567840074,0.5
R_8XAZuGtUxE4LglP_Q2,R_8XAZuGtUxE4LglP,stamp-letter-send,594,109,73,40,4,4.4036697247706424,147.5,27.25,23.5,0.20422584391557252,0.005189601036897751,"[0.6578947368421053, 0.9469026548672567, 1.0, 1.0, 1.0]",0.17296454225267682,0.015910811130349978,0.3333333333333333
R_2YKQTEPFuU2GBvV_Q2,R_2YKQTEPFuU2GBvV,stamp-letter-send,521,98,62,32,5,4.204081632653061,103.4,19.6,18.0,0.2042813996874517,0.028164422462598926,"[0.5855855855855856, 0.9272727272727272, 0.9908256880733946, 1.0, 1.0]",0.1652920859200614,0.01579969958659161,1.0
R_2Ep8Ymfq8uSEw90_Q2,R_2Ep8Ymfq8uSEw90,stamp-letter-send,326,61,45,23,4,4.245901639344262,80.75,15.25,14.5,0.204250668348531,0.011850127547678316,"[0.6811594202898551, 0.8823529411764706, 0.9253731343283582, 0.9545454545454546, 0.9846153846153847]",0.1876124926975795,0.015861162264433015,1.0
R_8fKaPcuSHw79GVj_Q2,R_8fKaPcuSHw79GVj,stamp-letter-send,473,99,66,36,4,3.696969696969697,117.25,24.75,21.0,0.2000423468294598,0.026002845148596167,"[0.6296296296296297, 0.9439252336448598, 1.0, 1.0, 1.0]",0.15802849871771676,0.02427780530257545,0.5
R_8FjH6e5PsshRtjr_Q2,R_8FjH6e5PsshRtjr,stamp-letter-send,246,53,41,17,5,3.490566037735849,48.4,10.6,10.6,0.2010745191398789,0.0363541841506958,"[0.7419354838709677, 0.9836065573770492, 1.0, 1.0, 1.0]",0.18871832064219884,0.02221346068173724,1.0
R_2VPJFAhkG6jzuXy_Q2,R_2VPJFAhkG6jzuXy,stamp-letter-send,289,52,41,22,3,4.461538461538462,95.33333333333333,17.333333333333332,15.666666666666666,0.20011715223262835,0.03525794954090328,"[0.7288135593220338, 0.9655172413793104, 1.0, 1.0, 1.0]",0.167993540423257,0.02412819449623832,1.0
R_8K7NzHgqM00gKVF_Q2,R_8K7NzHgqM00gKVF,stamp-letter-send,755,145,101,48,10,4.124137931034483,74.7,14.5,13.2,0.20718549609395628,0.039368340493930495,"[0.639751552795031, 0.94375, 0.9811320754716981, 0.9873417721518988, 0.9936305732484076]",0.1680984173502241,0.00999150677358246,1.0
R_2q0iH8KvyiaD0id_Q2,R_2q0iH8KvyiaD0id,stamp-letter-send,444,85,56,27,3,4.176470588235294,147.33333333333334,28.333333333333332,24.0,0.19788473521881972,0.008041685590377212,"[0.6373626373626373, 0.9222222222222223, 1.0, 1.0, 1.0]",0.1557864853313991,0.02859302852385559,1.0
R_8VKNz0tY7nY6fDq_Q2,R_8VKNz0tY7nY6fDq,stamp-letter-send,119,28,23,10,3,3.2142857142857144,39.0,9.333333333333334,8.666666666666666,0.19583674139446683,0.39816176692644756,"[0.7741935483870968, 0.9666666666666667, 1.0, 1.0, 1.0]",0.16962360313960484,0.03268901617256137,0.5
R_87z2b4sr7in6R21_Q2,R_87z2b4sr7in6R21,stamp-letter-send,517,97,70,41,5,4.247422680412371,102.4,19.4,17.6,0.20506253366063282,0.026993477107986566,"[0.6792452830188679, 0.9904761904761905, 1.0, 1.0, 1.0]",0.17492230449404036,0.014237431640229392,0.5
R_8K7NzHgqM00gKVF_Q4,R_8K7NzHgqM00gKVF,gloom-payment-exist,280,58,41,18,4,3.7586206896551726,69.0,14.5,13.75,0.20370557767892974,0.01917991770638361,"[0.6825396825396826, 1.0, 1.0, 1.0, 1.0]",0.1925736801964896,0.019760075326820836,1.0
R_2mqjhNO26XNoi6R_Q4,R_2mqjhNO26XNoi6R,gloom-payment-exist,552,104,72,34,5,4.173076923076923,109.6,20.8,18.4,0.21001356638264104,0.02740463188716341,"[0.6416666666666667, 0.9747899159663865, 1.0, 1.0, 1.0]",0.17061726876667568,0.00714409791939824,1.0
R_8IgyrHkEhSlOgd5_Q4,R_8IgyrHkEhSlOgd5,gloom-payment-exist,169,34,29,14,3,3.9411764705882355,55.666666666666664,11.333333333333334,10.666666666666666,0.21285665952242339,0.07294189929962158,"[0.8108108108108109, 1.0, 1.0, 1.0, 1.0]",0.17891226155417306,0.0014579116398335534,1.0
R_8IgTefujpZYzrxD_Q4,R_8IgTefujpZYzrxD,gloom-payment-exist,507,97,58,39,5,4.123711340206185,100.6,19.4,15.8,0.21022238776429622,0.011221855616831505,"[0.5688073394495413, 0.9259259259259259, 0.9813084112149533, 0.9905660377358491, 1.0]",0.18198943478720528,0.006726455156087885,1.0
R_8v92A9H3hnaw1QI_Q4,R_8v92A9H3hnaw1QI,gloom-payment-exist,393,79,54,29,3,3.9367088607594938,131.0,26.333333333333332,23.0,0.20023562667405076,0.005891339486004399,"[0.6588235294117647, 0.9523809523809523, 1.0, 1.0, 1.0]",0.16225195271628243,0.026699977336578806,1.0
R_2LTbPAQf8NZ0wRb_Q4,R_2LTbPAQf8NZ0wRb,gloom-payment-exist,313,61,44,23,3,4.032786885245901,103.66666666666667,20.333333333333332,18.0,0.2057403856115379,0.013515091965896925,"[0.6764705882352942, 0.9850746268656716, 1.0, 1.0, 1.0]",0.20636928251811437,0.015690459461604522,0.5
R_8kG4d41raqDZBax_Q4,R_8kG4d41raqDZBax,gloom-payment-exist,400,72,55,32,3,4.486111111111111,132.66666666666666,24.0,21.666666666666668,0.21569554015032708,0.01067861647872656,"[0.7435897435897436, 0.974025974025974, 1.0, 1.0, 1.0]",0.18413627658571516,0.004219849615973825,1.0
R_8LtUJwc0nMwsLzG_Q4,R_8LtUJwc0nMwsLzG,gloom-payment-exist,497,88,59,34,4,4.545454545454546,123.5,22.0,19.5,0.21071821642431984,0.0016657777418680833,"[0.6224489795918368, 0.9381443298969072, 0.9895833333333334, 1.0, 1.0]",0.18596352679388864,0.005734797836040639,1.0
R_2rra18JsIdbb7pI_Q4,R_2rra18JsIdbb7pI,gloom-payment-exist,485,86,67,37,4,4.511627906976744,120.5,21.5,20.0,0.2238698481797456,0.012951285640398658,"[0.7368421052631579, 0.9787234042553191, 1.0, 1.0, 1.0]",0.18295523609433856,0.020568465674810854,1.0
R_2BoHBhJy5N6y8ZX_Q4,R_2BoHBhJy5N6y8ZX,gloom-payment-exist,267,54,40,22,4,3.8333333333333335,66.0,13.5,12.5,0.21266702165851345,0.043322367138332776,"[0.7213114754098361, 0.9666666666666667, 1.0, 1.0, 1.0]",0.16564643383026123,0.0018371873676534256,1.0
R_8WxkYgki5yinZhV_Q4,R_8WxkYgki5yinZhV,gloom-payment-exist,198,40,31,14,2,3.875,98.0,20.0,17.5,0.20048287347122862,0.05063940647876625,"[0.7674418604651163, 0.9761904761904762, 1.0, 1.0, 1.0]",0.16993699244090488,0.02620548374222309,0.5
R_2JzuWAk6bRQPato_Q4,R_2JzuWAk6bRQPato,gloom-payment-exist,215,41,31,20,2,4.195121951219512,107.0,20.5,18.5,0.2125089843022196,0.0023330292858920187,"[0.75, 1.0, 1.0, 1.0, 1.0]",0.18748896973473686,0.002153262080241136,0.5
R_2pgeIFWQlDZignv_Q4,R_2pgeIFWQlDZignv,gloom-payment-exist,400,86,57,28,6,3.5348837209302326,65.83333333333333,14.333333333333334,13.333333333333334,0.20482435302128868,0.18619647312645965,"[0.6185567010309279, 0.9479166666666666, 1.0, 1.0, 1.0]",0.1649883713041033,0.017522524642102966,1.0
R_2PoZkpFOhTZwzbR_Q4,R_2PoZkpFOhTZwzbR,gloom-payment-exist,189,38,31,17,4,3.789473684210526,46.5,9.5,8.75,0.21711722936700373,0.1518167941658585,"[0.7777777777777778, 1.0, 1.0, 1.0, 1.0]",0.15851743391581943,0.0070632280493271304,1.0
R_8mJxG00fCL8kz05_Q4,R_8mJxG00fCL8kz05,gloom-payment-exist,239,44,39,21,6,4.2727272727272725,39.166666666666664,7.333333333333333,7.333333333333333,0.20996220878192356,0.04145953257878622,"[0.7777777777777778, 1.0, 1.0, 1.0, 1.0]",0.16951060124805994,0.007246813120833195,1.0
R_2w7dPn1UdhDtQFs_Q4,R_2w7dPn1UdhDtQFs,gloom-payment-exist,47,9,9,4,1,4.222222222222222,46.0,9.0,9.0,0.21220139662424725,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",0.1558468426976885,0.002768437436185822,0.5
R_8XS6nyWsLXkXKFz_Q4,R_8XS6nyWsLXkXKFz,gloom-payment-exist,295,58,40,20,3,4.051724137931035,97.33333333333333,19.333333333333332,17.333333333333332,0.21079803422877663,0.04102267150755051,"[0.6833333333333333, 0.9322033898305084, 0.9655172413793104, 0.9824561403508771, 1.0]",0.16334613731929234,0.005575162227127062,1.0
R_8kQG02fwq7ubaOB_Q4,R_8kQG02fwq7ubaOB,gloom-payment-exist,264,47,31,14,4,4.51063829787234,65.0,11.75,11.25,0.20304590398138697,0.028196852737002915,"[0.6346153846153846, 0.8235294117647058, 0.9, 0.9387755102040817, 0.9791666666666666]",0.17541375160217285,0.021079422721906382,0.5
R_8kEPJucbd4CbnFO_Q4,R_8kEPJucbd4CbnFO,gloom-payment-exist,666,122,88,45,10,4.377049180327869,65.8,12.2,11.6,0.2100905123985175,0.10925155554288699,"[0.6865671641791045, 0.9849624060150376, 1.0, 1.0, 1.0]",0.1642038549695696,0.006990205887645318,0.5
R_8bVpeztZaqiDial_Q4,R_8bVpeztZaqiDial,gloom-payment-exist,205,45,32,13,3,3.511111111111111,67.66666666666667,15.0,12.666666666666666,0.20935314358809054,0.00959420800209046,"[0.6875, 0.9574468085106383, 1.0, 1.0, 1.0]",0.1652935198375157,0.008464943508499245,0.5
R_27PrrUR0LzzSU4k_Q4,R_27PrrUR0LzzSU4k,gloom-payment-exist,234,43,36,17,5,4.348837209302325,45.8,8.6,8.0,0.20922463080462286,0.06103497743606569,"[0.7916666666666666, 0.9574468085106383, 0.9782608695652174, 1.0, 1.0]",0.15212864875793458,0.008721969075434599,0.5
R_2G1cvocEgxet2xf_Q4,R_2G1cvocEgxet2xf,gloom-payment-exist,277,59,42,17,6,3.6610169491525424,45.666666666666664,9.833333333333334,9.666666666666666,0.20066318660974503,0.16821269512176518,"[0.6923076923076923, 0.953125, 1.0, 1.0, 1.0]",0.16660022224698748,0.025844857465190274,0.5
R_2bxsVUkaSaFXjdD_Q4,R_2bxsVUkaSaFXjdD,gloom-payment-exist,310,62,46,25,3,3.903225806451613,102.66666666666667,20.666666666666668,19.0,0.2097741186618805,0.0066044065687391185,"[0.6956521739130435, 0.9411764705882353, 0.9701492537313433, 0.9848484848484849, 1.0]",0.17652357816696168,0.007622993360919317,1.0
R_82McyGIYTts4bOU_Q4,R_82McyGIYTts4bOU,gloom-payment-exist,259,49,39,19,3,4.224489795918367,85.66666666666667,16.333333333333332,15.333333333333334,0.2063374428721199,0.039314283024180996,"[0.7962962962962963, 0.9622641509433962, 0.9807692307692307, 1.0, 1.0]",0.1608550957271031,0.014496344940440498,0.5
R_2XcT1LBVLYHa6hX_Q4,R_2XcT1LBVLYHa6hX,gloom-payment-exist,435,79,59,33,3,4.367088607594937,144.33333333333334,26.333333333333332,24.0,0.20674891036116716,0.009047365721196465,"[0.7, 0.9438202247191011, 0.9659090909090909, 0.9770114942528736, 0.9883720930232558]",0.16019499131611414,0.013673409962346006,0.5
R_8JLzPcPzxxmeT2T_Q4,R_8JLzPcPzxxmeT2T,gloom-payment-exist,453,83,55,21,4,4.36144578313253,112.5,20.75,17.5,0.20850640677270435,0.011407401448204402,"[0.6129032258064516, 0.8804347826086957, 0.9560439560439561, 0.9777777777777777, 0.9887640449438202]",0.1742540087018694,0.010158417139271625,1.0
R_8d77LowRrq3xFfJ_Q4,R_8d77LowRrq3xFfJ,gloom-payment-exist,336,62,47,19,3,4.306451612903226,111.0,20.666666666666668,20.0,0.21000076176827415,0.01106002430121103,"[0.7101449275362319, 0.9705882352941176, 1.0, 1.0, 1.0]",0.17151802097048077,0.007169707148132032,1.0
R_2sKl3oqSfQrqNI5_Q4,R_2sKl3oqSfQrqNI5,gloom-payment-exist,422,74,55,33,4,4.608108108108108,104.5,18.5,16.25,0.21149049101002287,0.01188213600454104,"[0.7160493827160493, 0.975, 1.0, 1.0, 1.0]",0.1742374999182565,0.004190248664634577,1.0
R_8o6ejl1aVHjSI9z_Q4,R_8o6ejl1aVHjSI9z,gloom-payment-exist,355,74,53,26,3,3.7567567567567566,117.33333333333333,24.666666666666668,21.0,0.20547707887796254,0.014374628521147237,"[0.6962025316455697, 0.9615384615384616, 1.0, 1.0, 1.0]",0.17765673569270543,0.01621707292875524,1.0
R_2So8IZ3DwEtmV0v_Q4,R_2So8IZ3DwEtmV0v,gloom-payment-exist,407,74,55,29,5,4.4324324324324325,80.6,14.8,13.2,0.2099558482029168,0.029257624620919673,"[0.7037037037037037, 0.9875, 1.0, 1.0, 1.0]",0.19113260337284632,0.007259534278846735,1.0
R_8XAZuGtUxE4LglP_Q4,R_8XAZuGtUxE4LglP,gloom-payment-exist,321,61,49,26,3,4.213114754098361,106.33333333333333,20.333333333333332,18.666666666666668,0.20795824674459604,0.21198554798873545,"[0.8, 0.984375, 1.0, 1.0, 1.0]",0.1614369205066136,0.011254737195488251,0.5
R_2YKQTEPFuU2GBvV_Q4,R_2YKQTEPFuU2GBvV,gloom-payment-exist,382,74,53,30,4,4.0675675675675675,94.75,18.5,15.25,0.20888830067097455,0.016446208396153145,"[0.6951219512195121, 0.9753086419753086, 1.0, 1.0, 1.0]",0.16303920064653668,0.00939462934273122,0.5
R_21jCVrcLzykPU4h_Q4,R_21jCVrcLzykPU4h,gloom-payment-exist,269,56,46,21,3,3.75,89.66666666666667,18.666666666666668,17.666666666666668,0.2106010465394883,0.03852825893296136,"[0.7741935483870968, 0.9672131147540983, 1.0, 1.0, 1.0]",0.16588342700685774,0.005969137605703723,0.5
R_2joIDdCu9ghOfCw_Q4,R_2joIDdCu9ghOfCw,gloom-payment-exist,491,96,72,38,4,4.020833333333333,122.0,24.0,21.75,0.20697156582584084,0.017788328084291184,"[0.6915887850467289, 0.9622641509433962, 1.0, 1.0, 1.0]",0.1765042781829834,0.013228099032998653,1.0
R_8VKNz0tY7nY6fDq_Q4,R_8VKNz0tY7nY6fDq,gloom-payment-exist,196,39,32,15,2,3.948717948717949,97.5,19.5,17.0,0.20979450600487845,0.04150443871816001,"[0.813953488372093, 0.9761904761904762, 1.0, 1.0, 1.0]",0.17533343008586338,0.007582218674923424,1.0
R_8B3zak55aPwmX5t_Q4,R_8B3zak55aPwmX5t,gloom-payment-exist,187,33,29,16,5,4.363636363636363,36.6,6.6,6.2,0.2058853715658188,0.0630510151386261,"[0.7272727272727273, 0.9302325581395349, 1.0, 1.0, 1.0]",0.1749416266168867,0.015400487553042741,1.0
R_2eaDBbNJB41Q6MF_Q1,R_2eaDBbNJB41Q6MF,petrol-diesel-pump,508,100,72,42,5,4.02,100.8,20.0,18.6,0.2116103199993138,0.014184079774014341,"[0.6851851851851852, 1.0, 1.0, 1.0, 1.0]",0.15380774906703404,0.004644987004876866,0.5
R_2zUqf0C1wjV8ASQ_Q1,R_2zUqf0C1wjV8ASQ,petrol-diesel-pump,500,106,71,33,6,3.660377358490566,82.5,17.666666666666668,16.0,0.2105713700028983,0.015502319317015368,"[0.6271186440677966, 0.9401709401709402, 0.9741379310344828, 0.991304347826087, 1.0]",0.15605971472603933,0.006722886997707844,0.5
R_8zUaSPSsswsQ7fn_Q1,R_8zUaSPSsswsQ7fn,petrol-diesel-pump,329,67,47,33,5,3.8805970149253732,65.6,13.4,12.6,0.20719334528301703,0.025924414396286025,"[0.684931506849315, 0.9444444444444444, 0.9859154929577465, 1.0, 1.0]",0.15240955352783203,0.01347893643747039,0.5
R_2PoZkpFOhTZwzbR_Q1,R_2PoZkpFOhTZwzbR,petrol-diesel-pump,234,50,38,19,5,3.6,45.8,10.0,9.8,0.21014005886880974,0.05433510442574818,"[0.7241379310344828, 0.9473684210526315, 1.0, 1.0, 1.0]",0.1588214669908796,0.007585509265884971,0.5
R_8mxVCke66o4WOVl_Q1,R_8mxVCke66o4WOVl,petrol-diesel-pump,370,76,54,25,5,3.763157894736842,73.2,15.2,13.2,0.20529123822848003,0.022580593824386597,"[0.6823529411764706, 0.9761904761904762, 1.0, 1.0, 1.0]",0.13027045897075107,0.01728315054654439,0.2
R_8o6ejl1aVHjSI9z_Q1,R_8o6ejl1aVHjSI9z,petrol-diesel-pump,560,117,71,38,6,3.7264957264957266,92.5,19.5,17.5,0.20868231383699443,0.011801723305453139,"[0.592, 0.9274193548387096, 0.983739837398374, 1.0, 1.0]",0.16307332515716552,0.010500999329515592,1.0
R_2q0iH8KvyiaD0id_Q1,R_2q0iH8KvyiaD0id,petrol-diesel-pump,532,101,66,36,3,4.237623762376238,176.66666666666666,33.666666666666664,28.0,0.20751782040747385,0.006627317269643135,"[0.6415094339622641, 0.9428571428571428, 0.9711538461538461, 0.9902912621359223, 1.0]",0.14375537463596888,0.012829986188556741,0.5
R_8PvUUEqSWnAZrWx_Q1,R_8PvUUEqSWnAZrWx,petrol-diesel-pump,1524,308,162,96,22,3.779220779220779,68.36363636363636,14.0,12.863636363636363,0.20391402384429647,0.10452947001567633,"[0.46153846153846156, 0.8842975206611571, 0.9861878453038674, 1.0, 1.0]",0.13639323370797293,0.020037579314911513,0.2
R_8U0c5Ms0PJ9VYTm_Q1,R_8U0c5Ms0PJ9VYTm,petrol-diesel-pump,416,84,58,33,7,3.857142857142857,58.42857142857143,12.0,11.0,0.2106029031177362,0.14265985531466346,"[0.6559139784946236, 0.9565217391304348, 0.989010989010989, 1.0, 1.0]",0.1672181589262826,0.006659820768032065,1.0
R_8VyQYwyI8iMwwKJ_Q1,R_8VyQYwyI8iMwwKJ,petrol-diesel-pump,377,82,61,26,4,3.597560975609756,93.5,20.5,18.5,0.20185852160820594,0.011296880640852842,"[0.7209302325581395, 0.9411764705882353, 1.0, 1.0, 1.0]",0.1425837278366089,0.02414858378709256,0.5
R_2Ep8Ymfq8uSEw90_Q1,R_2Ep8Ymfq8uSEw90,petrol-diesel-pump,254,46,33,21,3,4.456521739130435,84.0,15.333333333333334,13.666666666666666,0.21284966837792169,0.009165514083135679,"[0.7, 0.9795918367346939, 1.0, 1.0, 1.0]",0.1466114640235901,0.0021662902476610735,0.5
R_8wT7Ix8TsW7XbEo_Q1,R_8wT7Ix8TsW7XbEo,petrol-diesel-pump,285,59,46,19,5,3.76271186440678,56.2,11.8,11.0,0.2062102984963802,0.059691091378529876,"[0.7538461538461538, 0.984375, 1.0, 1.0, 1.0]",0.13210477147783553,0.015445030010744043,0.2
